depot_id,depot_lat,depot_lon
8507,41.3900026039756,2.16737952900557
8508,41.3945506612831,2.16174778590322
8510,41.3957488775487,2.16012641205641
8511,41.3908110416883,2.16637879947162
8512,41.3902611090696,2.16741482296348
8513,41.3936176422756,2.16285820146867
8514,41.3927166083548,2.16401902345995
8516,41.3960766859027,2.16028480508968
8517,41.3952627252639,2.16086717142606
8519,41.3943177416698,2.16241271453325
8520,41.3916894712237,2.16564803794107
8521,41.3946659904475,2.1619569943916
8522,41.3913901544653,2.16565894638649
8523,41.3908847494025,2.1666466673694
8525,41.3934978333402,2.16346565013431
8589,41.3756335265181,2.16931647893597
8591,41.3758582380337,2.16879641846999
8592,41.3795838937208,2.16521589712864
8593,41.3814405994296,2.16867710384033
8594,41.3820189308683,2.16942413436531
8595,41.3805798271023,2.16936747239354
8597,41.379977598532,2.16593255658748
8598,41.3804269030502,2.16567293263619
8599,41.377181227947,2.17373168030329
8600,41.3855542031867,2.16571598817852
8601,41.3780844333801,2.17351257148368
8602,41.3811468306548,2.17276569421853
8603,41.3810285275657,2.16742811274775
8604,41.3800734472867,2.17118257691079
8605,41.3796020113365,2.17160970872555
8606,41.377337314147,2.17140539544967
8607,41.3842906733066,2.166480235164
8608,41.3834703019772,2.1673401336995
8609,41.3785693780171,2.17375052547584
8610,41.3772548498889,2.17238789109876
8611,41.3753323911623,2.17038958819129
8613,41.3748951409511,2.17236256826136
8614,41.3750389976901,2.16940375745907
8615,41.3857982989226,2.16549507777422
8616,41.3856295996672,2.16736543754109
8617,41.3855702469977,2.16800024072493
8618,41.3854823448548,2.1689927408705
8619,41.3758772836183,2.1740640232154
8620,41.3833659172999,2.17048833280833
8621,41.3826717955975,2.16943222345728
8622,41.3822017855863,2.1686155643642
8623,41.3774442972178,2.17601222536146
8624,41.3779793944831,2.17570229772442
8625,41.3787960505265,2.17514010977692
8626,41.3817967767429,2.17248312960384
8627,41.383994,2.1689548
8628,41.3795352957866,2.16868314263343
8629,41.3782435353493,2.17021867812805
8630,41.3793740351091,2.16813549787204
8631,41.3768114333331,2.16725108307676
8632,41.3805485800259,2.1668065221934
8633,41.3804048702915,2.1652617920921
8634,41.378829987107,2.16318961443344
8635,41.3818669231607,2.16360546015708
8636,41.3828305681742,2.16373226891955
8637,41.3772186365709,2.17143681638315
8638,41.3795761702645,2.17031472288697
8639,41.3793565652107,2.16982115885169
8640,41.3791915803027,2.16945687426254
8641,41.3849650728634,2.16613315184142
8642,41.3850902995249,2.16547643694799
8643,41.3798702582436,2.1737022485608
8644,41.37954256853,2.17336105965678
8645,41.379292058695,2.17310320760228
8646,41.3791122718666,2.17291818285898
8647,41.3847585459867,2.16644913201783
8648,41.3802013733388,2.1797545520859
8649,41.3799142558104,2.17954886248931
8650,41.3807472243741,2.18015515901031
8651,41.381182197148,2.18161657592626
8652,41.3811931156486,2.18130274390304
8653,41.3781340791768,2.17883964780488
8654,41.378494812957,2.17869139411771
8655,41.3874569592522,2.17196475016979
8656,41.3778673772256,2.17830806213779
8657,41.3770557070994,2.1768420972056
8658,41.3775683157157,2.17645678074992
8659,41.3791459635387,2.17519634419988
8661,41.3805080787588,2.17404069445427
8662,41.3807850700505,2.17379805089149
8663,41.3840219127784,2.17123468410226
8666,41.3791632059982,2.19214182229166
8667,41.3783073767492,2.18916221575485
8668,41.3782046785631,2.18919497900623
8669,41.3784851,2.1897455
8670,41.3787102937782,2.19145121298587
8671,41.3822272514167,2.18846546901632
8672,41.3818864669662,2.18695556944911
8673,41.3787463304475,2.18942796877743
8674,41.3813328455301,2.19044696484865
8675,41.3831527075939,2.18888141063157
8676,41.385577893027,2.19384690638796
8677,41.375587447342,2.18966773089468
8679,41.3818969851762,2.18955741433239
8680,41.3806241762605,2.18716102020609
8681,41.3800225178042,2.18740258933104
8682,41.3794096720413,2.18764105245638
8685,41.3777848527678,2.18828554385371
8687,41.3768104512965,2.18866065053001
8688,41.3761514838219,2.1889048464404
8689,41.375626245337,2.18898660792656
8691,41.3864110130029,2.19503009826237
8692,41.3798278319236,2.18786612806732
8693,41.3796267987602,2.18794480879106
8694,41.3840511167667,2.19515144509167
8695,41.3848465068251,2.19595589664097
8697,41.3863958926633,2.19588210140172
8698,41.3791355,2.1894715
8699,41.3792718612229,2.18981231901804
8700,41.3803082807531,2.18808132488906
8701,41.3842979158499,2.18430199085655
8702,41.3847217416625,2.1826612770158
8703,41.3846377905414,2.18283867898349
8704,41.38496731296,2.18712944707838
8705,41.3865254364346,2.19197099080799
8706,41.3867479164791,2.1820150241482
8707,41.3894573685276,2.18129012749782
8708,41.3882621022435,2.18146596456782
8709,41.3864278096932,2.18226183737608
8710,41.3846401656538,2.18445577711314
8711,41.3862209278607,2.18378398249078
8713,41.3823043398346,2.18206426709028
8714,41.3869182627999,2.17838730568592
8715,41.381466595372,2.18254659516353
8716,41.3819737869782,2.18297090059955
8717,41.3825618307398,2.18103939901766
8718,41.3896992725035,2.17806368540341
8719,41.3898212293645,2.1776740990874
8720,41.3829307407978,2.18083855886595
8721,41.3880551191523,2.17465995026034
8722,41.3884763,2.1754017
8723,41.3832644397788,2.18294377762093
8724,41.3833373155454,2.18323629859178
8725,41.3873072311145,2.1834293301903
8727,41.3856514746862,2.18079356898504
8728,41.3871163267492,2.18259026308055
8729,41.3874497583647,2.17773704148296
8730,41.392542180434,2.17937915091448
8731,41.3930866099092,2.17995180629702
8732,41.3939192699934,2.18107830377581
8733,41.3956198009061,2.18336396508447
8734,41.3933690771097,2.17823363381747
8735,41.3939233782965,2.17928453024816
8736,41.3946003361841,2.18018780739087
8737,41.3947646088779,2.18041200236792
8738,41.3956206305697,2.18109426993173
8739,41.3971014412847,2.18343583566852
8740,41.3975841862727,2.18403090422392
8741,41.3980641565077,2.18481958132853
8742,41.3964747698813,2.18269090987134
8743,41.401551562581,2.18590244973321
8744,41.3949563800524,2.17795004232555
8745,41.3963082390964,2.18018650226717
8746,41.3956342769409,2.17927383369733
8747,41.3973350806602,2.18108901813262
8748,41.3973373133433,2.18153572449172
8749,41.3979604369495,2.18223668345566
8750,41.4019498666467,2.18416994735237
8751,41.3983873920823,2.17564134019381
8752,41.3994068143177,2.17654689694842
8753,41.3990679219585,2.17655837639716
8754,41.4000873988913,2.17791056571124
8755,41.400819695104,2.18389348366225
8756,41.4009805398872,2.18314683244237
8757,41.3997820429554,2.18256908332335
8758,41.4005621,2.1765742
8759,41.3975269387655,2.17677189341163
8760,41.3990521830936,2.17882093215425
8761,41.3998327569003,2.17972855842164
8762,41.3993925167522,2.17882520124844
8763,41.4002912290063,2.18034910487976
8764,41.4016212145908,2.18227423255815
8765,41.4011689417908,2.18120938760147
8766,41.3991219853879,2.18345236539417
8767,41.3974705401463,2.18320340394165
8768,41.3977712256173,2.18317698839783
8769,41.3986200831349,2.18169573163695
8770,41.3986935792479,2.18196039758981
8771,41.4006552804233,2.17936851351817
8772,41.397224479814,2.17703684790667
8773,41.3976996972741,2.1765269598403
8774,41.3994362725105,2.17425368573594
8775,41.3989774465414,2.18617497456987
8776,41.3966810879194,2.18211051896438
8777,41.3950036042735,2.18206191197056
8778,41.3983937383216,2.17745944848663
8779,41.4045312260814,2.18107206722021
8780,41.4018929314302,2.17758017645111
8781,41.4029034729164,2.17892210808045
8782,41.4051989685528,2.18197353001371
8783,41.4051778654945,2.18243248680278
8784,41.4049423372959,2.1826162534626
8785,41.4062072393493,2.18107704359524
8786,41.407715283826,2.17906771946871
8787,41.409383,2.1768792
8788,41.4094727630457,2.17631941581553
8789,41.4101491223134,2.175418604133
8790,41.4068959267303,2.18018185477679
8791,41.4060345800301,2.18086392025079
8792,41.4075670771567,2.17888756123759
8793,41.4084335592912,2.17768415972314
8794,41.4031338,2.1825776
8795,41.4034951367766,2.18200866374314
8796,41.4060644750445,2.17908688447408
8797,41.4071079808798,2.17771357454591
8798,41.4077982132531,2.17683343514036
8799,41.4051889434909,2.1802106699526
8800,41.4088303028946,2.17546405516061
8801,41.4050122919699,2.18450543113854
8802,41.4052074821933,2.18426117805672
8803,41.4062097898116,2.17238876404807
8804,41.4053982311708,2.17088336419696
8805,41.4062047255234,2.17197284057144
8806,41.40684642257,2.17322594880401
8807,41.408657501163,2.1752293621947
8808,41.4078373404233,2.17458150201017
8809,41.4025626566183,2.18281011079282
8810,41.4067216132013,2.18224234686114
8811,41.4084053330768,2.17997647419093
8812,41.409291629503,2.17884060111114
8813,41.407579643204,2.18109935167668
8814,41.4055873131643,2.18259905393964
8815,41.4022572301423,2.17975047438781
8816,41.4088392816361,2.17323837096751
8817,41.409516227156,2.17457909527318
8818,41.4069042303436,2.17106994082479
8819,41.4060606289141,2.16999463509449
8820,41.406144901312,2.17462218469428
8821,41.4078402330055,2.17235107139554
8822,41.4085216274469,2.17100313933437
8823,41.404259561083,2.17665479728035
8824,41.4035716482182,2.17803270420467
8825,41.4009545638766,2.17224013425451
8826,41.4024740739793,2.17430740597072
8827,41.4018132891706,2.17338726650125
8828,41.4036096536685,2.17580318401018
8829,41.4052555791158,2.17753221138056
8830,41.4023937182605,2.17707906052841
8831,41.4029285682473,2.17669235543596
8832,41.4051629093315,2.17333672013215
8833,41.4070280141835,2.17129605690217
8834,41.4079035949591,2.17017439252732
8835,41.4055056510846,2.17330635440964
8836,41.4025790042426,2.17669846064044
8837,41.400261110376,2.17314044484581
8838,41.4019813247852,2.17089491713828
8839,41.4024921673474,2.18115215566651
8840,41.4045556390585,2.17887971450608
8841,41.4042239717897,2.17889070938179
8842,41.405070362878,2.17775404056308
8843,41.4061022020227,2.17640655257253
8844,41.4071470350004,2.17548360293566
8845,41.4035413266676,2.17976659726459
8846,41.4061009910027,2.1768540800614
8847,41.4034883592053,2.17294628080324
8848,41.4036633519548,2.17315617500737
